[2026-08-28 13:55:13] [INFO    ] discord.client: logging in using static token
[2026-08-28 13:55:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '92a4e5273998cce9eb8751b7cf2c026e', 'members': [{'user': {'username': 'rajdoesstuff', 'public_flags': 64, 'primary_guild': {'tag': 'RTRD', 'identity_guild_id': '1098454165602185228', 'identity_enabled': True, 'badge': '238c342ed46184ffdf3e4b290b15d177'}, 'id': '490845003367710731', 'global_name': 'RajDoesStuff', 'display_name_styles': None, 'display_name': 'RajDoesStuff', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '61f84f6dc6bbbed28e1f92990647a431'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-27T15:12:25.771000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'QnDRP_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1542549210488897626', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '6295', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1542552527608746098'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-27T15:13:01.863000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1542552376257552384', 'chunk_index': 0, 'chunk_count': 1}}
[2026-08-28 13:55:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-28 13:55:14] [DEBUG   ] discord.state: Processed a chunk for 2 members in guild ID 1542552376257552384.
[2026-08-28 13:55:16] [DEBUG   ] discord.client: Dispatching event guild_available
[2026-08-28 13:55:16] [DEBUG   ] discord.client: Dispatching event ready
[2026-08-28 13:55:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 4, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTU0Mjg2NTE5NzYwNDE0MzI0NDowTEUxS2pCcnRrNHhaVm1BT24yTnNySzRXcThZcTduck5PQjFkOWI1TFA3dzFqN0pxdmNiV2Z6ZEVxNE9QM05xdFFUcEZUUDJwaWt4NGlHaU9YRFlxazBlSktQVHUyb0lFZDZnbTg4QmlmbVlwZFlsTm1qc1dZWXN4VHhHMzBVdA', 'member': {'user': {'username': 'rajdoesstuff', 'public_flags': 64, 'primary_guild': {'tag': 'RTRD', 'identity_guild_id': '1098454165602185228', 'identity_enabled': True, 'badge': '238c342ed46184ffdf3e4b290b15d177'}, 'id': '490845003367710731', 'global_name': 'RajDoesStuff', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'RTRD', 'identity_guild_id': '1098454165602185228', 'identity_enabled': True, 'badge': '238c342ed46184ffdf3e4b290b15d177'}, 'avatar_decoration_data': None, 'avatar': '61f84f6dc6bbbed28e1f92990647a431'}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'permissions': '18014398509481983', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-27T15:12:25.771000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'locale': 'pl', 'id': '1542865197604143244', 'guild_locale': 'en-US', 'guild_id': '1542552376257552384', 'guild': {'locale': 'en-US', 'id': '1542552376257552384', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'name': 'dice_list', 'id': '1542588779389390980', 'guild_id': '1542552376257552384'}, 'context': 0, 'channel_id': '1542552376831905885', 'channel': {'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 0, 'permissions': '18014398509481983', 'parent_id': '1542552376831905883', 'nsfw': False, 'name': 'ogólny', 'last_pin_timestamp': '2026-08-27T19:37:11.789000+00:00', 'last_message_id': '1542860883238326282', 'id': '1542552376831905885', 'icon_emoji': {'name': '👋', 'id': None}, 'guild_id': '1542552376257552384', 'flags': 0}, 'authorizing_integration_owners': {'0': '1542552376257552384'}, 'attachment_size_limit': 20971520, 'application_id': '1542549210488897626', 'app_permissions': '9003898945138241'}}
[2026-08-28 13:55:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-28 13:55:28] [DEBUG   ] discord.client: Dispatching event interaction
[2026-08-28 13:55:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'webhook_id': '1542549210488897626', 'type': 20, 'tts': False, 'timestamp': '2026-08-28T11:55:28.501000+00:00', 'pinned': False, 'nonce': '1542865195926290432', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'interaction_metadata': {'user': {'username': 'rajdoesstuff', 'public_flags': 64, 'primary_guild': {'tag': 'RTRD', 'identity_guild_id': '1098454165602185228', 'identity_enabled': True, 'badge': '238c342ed46184ffdf3e4b290b15d177'}, 'id': '490845003367710731', 'global_name': 'RajDoesStuff', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'RTRD', 'identity_guild_id': '1098454165602185228', 'identity_enabled': True, 'badge': '238c342ed46184ffdf3e4b290b15d177'}, 'avatar_decoration_data': None, 'avatar': '61f84f6dc6bbbed28e1f92990647a431'}, 'type': 2, 'name': 'dice_list', 'id': '1542865197604143244', 'command_type': 1, 'authorizing_integration_owners': {'0': '1542552376257552384'}}, 'interaction': {'user': {'username': 'rajdoesstuff', 'public_flags': 64, 'primary_guild': {'tag': 'RTRD', 'identity_guild_id': '1098454165602185228', 'identity_enabled': True, 'badge': '238c342ed46184ffdf3e4b290b15d177'}, 'id': '490845003367710731', 'global_name': 'RajDoesStuff', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'RTRD', 'identity_guild_id': '1098454165602185228', 'identity_enabled': True, 'badge': '238c342ed46184ffdf3e4b290b15d177'}, 'avatar_decoration_data': None, 'avatar': '61f84f6dc6bbbed28e1f92990647a431'}, 'type': 2, 'name': 'dice_list', 'id': '1542865197604143244'}, 'id': '1542865199042662472', 'flags': 64, 'embeds': [], 'edited_timestamp': None, 'content': 'List of available dice:\n d4, d6, d8, d10, d12, d20, d100', 'components': [], 'channel_type': 0, 'channel_id': '1542552376831905885', 'author': {'username': 'QnDRP_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1542549210488897626', 'global_name': None, 'display_name_styles': None, 'discriminator': '6295', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1542549210488897626'}}
[2026-08-28 13:55:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-28 13:55:28] [DEBUG   ] discord.client: Dispatching event message
[2026-08-28 13:55:28] [DEBUG   ] discord.webhook.async_: Webhook ID 1542865197604143244 with POST https://discord.com/api/v10/interactions/1542865197604143244/aW50ZXJhY3Rpb246MTU0Mjg2NTE5NzYwNDE0MzI0NDowTEUxS2pCcnRrNHhaVm1BT24yTnNySzRXcThZcTduck5PQjFkOWI1TFA3dzFqN0pxdmNiV2Z6ZEVxNE9QM05xdFFUcEZUUDJwaWt4NGlHaU9YRFlxazBlSktQVHUyb0lFZDZnbTg4QmlmbVlwZFlsTm1qc1dZWXN4VHhHMzBVdA/callback has returned status code 200
[2026-08-28 13:55:28] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2026-08-28 13:55:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 6, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTU0Mjg2NTIzNTM0MDI5NjIwMzpjTE5rc1dwRFFaMTVMdGlKTW1oSmE1VEhRWEVJQTZxN0x4YUZQOHFidGtNMHBSYUtZUWlvMzJWMUhpb1pMVW4yQmdwcWlmbUx4NGVxZEZTWm82UW5YaVdCQ01jTXpZRUJoRjYxMmNkR1UwRUV4VGpUeUdGYkZINTc0ajVxSUdHdQ', 'member': {'user': {'username': 'rajdoesstuff', 'public_flags': 64, 'primary_guild': {'tag': 'RTRD', 'identity_guild_id': '1098454165602185228', 'identity_enabled': True, 'badge': '238c342ed46184ffdf3e4b290b15d177'}, 'id': '490845003367710731', 'global_name': 'RajDoesStuff', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'RTRD', 'identity_guild_id': '1098454165602185228', 'identity_enabled': True, 'badge': '238c342ed46184ffdf3e4b290b15d177'}, 'avatar_decoration_data': None, 'avatar': '61f84f6dc6bbbed28e1f92990647a431'}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'permissions': '18014398509481983', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-27T15:12:25.771000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'locale': 'pl', 'id': '1542865235340296203', 'guild_locale': 'en-US', 'guild_id': '1542552376257552384', 'guild': {'locale': 'en-US', 'id': '1542552376257552384', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'options': [{'value': 'd20', 'type': 3, 'name': 'dice'}], 'name': 'roll', 'id': '1542606486386122884', 'guild_id': '1542552376257552384'}, 'context': 0, 'channel_id': '1542552376831905885', 'channel': {'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 0, 'permissions': '18014398509481983', 'parent_id': '1542552376831905883', 'nsfw': False, 'name': 'ogólny', 'last_pin_timestamp': '2026-08-27T19:37:11.789000+00:00', 'last_message_id': '1542860883238326282', 'id': '1542552376831905885', 'icon_emoji': {'name': '👋', 'id': None}, 'guild_id': '1542552376257552384', 'flags': 0}, 'authorizing_integration_owners': {'0': '1542552376257552384'}, 'attachment_size_limit': 20971520, 'application_id': '1542549210488897626', 'app_permissions': '9003898945138241'}}
[2026-08-28 13:55:37] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-28 13:55:37] [DEBUG   ] discord.client: Dispatching event interaction
[2026-08-28 13:55:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'webhook_id': '1542549210488897626', 'type': 20, 'tts': False, 'timestamp': '2026-08-28T11:55:37.482000+00:00', 'pinned': False, 'nonce': '1542865234824265728', 'mentions': [{'username': 'rajdoesstuff', 'public_flags': 64, 'primary_guild': {'tag': 'RTRD', 'identity_guild_id': '1098454165602185228', 'identity_enabled': True, 'badge': '238c342ed46184ffdf3e4b290b15d177'}, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-27T15:12:25.771000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '490845003367710731', 'global_name': 'RajDoesStuff', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'RTRD', 'identity_guild_id': '1098454165602185228', 'identity_enabled': True, 'badge': '238c342ed46184ffdf3e4b290b15d177'}, 'avatar_decoration_data': None, 'avatar': '61f84f6dc6bbbed28e1f92990647a431'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1542552527608746098'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-27T15:13:01.863000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'rajdoesstuff', 'public_flags': 64, 'primary_guild': {'tag': 'RTRD', 'identity_guild_id': '1098454165602185228', 'identity_enabled': True, 'badge': '238c342ed46184ffdf3e4b290b15d177'}, 'id': '490845003367710731', 'global_name': 'RajDoesStuff', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'RTRD', 'identity_guild_id': '1098454165602185228', 'identity_enabled': True, 'badge': '238c342ed46184ffdf3e4b290b15d177'}, 'avatar_decoration_data': None, 'avatar': '61f84f6dc6bbbed28e1f92990647a431'}, 'type': 2, 'name': 'roll', 'id': '1542865235340296203', 'command_type': 1, 'authorizing_integration_owners': {'0': '1542552376257552384'}}, 'interaction': {'user': {'username': 'rajdoesstuff', 'public_flags': 64, 'primary_guild': {'tag': 'RTRD', 'identity_guild_id': '1098454165602185228', 'identity_enabled': True, 'badge': '238c342ed46184ffdf3e4b290b15d177'}, 'id': '490845003367710731', 'global_name': 'RajDoesStuff', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'RTRD', 'identity_guild_id': '1098454165602185228', 'identity_enabled': True, 'badge': '238c342ed46184ffdf3e4b290b15d177'}, 'avatar_decoration_data': None, 'avatar': '61f84f6dc6bbbed28e1f92990647a431'}, 'type': 2, 'name': 'roll', 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-27T15:12:25.771000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1542865235340296203'}, 'id': '1542865236711706754', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@490845003367710731> using d20\n rolled a 9!', 'components': [], 'channel_type': 0, 'channel_id': '1542552376831905885', 'author': {'username': 'QnDRP_bot', 'public_flags': 0, 'primary_guild': None, 'id': '1542549210488897626', 'global_name': None, 'display_name_styles': None, 'discriminator': '6295', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1542549210488897626', 'guild_id': '1542552376257552384'}}
[2026-08-28 13:55:37] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-28 13:55:37] [DEBUG   ] discord.client: Dispatching event message
